2018-04-04T09:37:47.187Z - info: Smart Irrigation System is up and running...
2018-04-04T09:37:49.759Z - info: User function triggered, starting execution
2018-04-04T09:57:54.866Z - info: ค่า ETc ประจำวัน => 2.5230864449109403
2018-04-04T09:57:54.866Z - info: วันที่รดน้ำครั้งต่อไป => 2018-06-18
accumulated ETc = 9.814006202154609
2018-04-04T09:57:54.866Z - info: วันที่ 165 ของปี ต้องให้น้ำห่างกัน 4 วัน เป็นเวลา 2 ชั่วโมง 44 นาที รวม 164 นาที
day[91] of 364 @2018-06-18
2018-04-04T09:57:54.866Z - info: next day = 94
day of 18
2018-04-04T09:57:54.866Z - info: วันที่รดน้ำ => 2018-06-18
2018-04-04T09:57:54.866Z - info: สัปดาห์ที่ 13 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 4.176234180556178
ค่า Kc => 0.6
2018-04-04T09:57:54.866Z - info: ค่า ETc ประจำวัน => 2.5057405083337065
2018-04-04T09:57:54.866Z - info: วันที่รดน้ำครั้งต่อไป => 2018-06-22
accumulated ETc = 9.857640448491043
2018-04-04T09:57:54.866Z - info: วันที่ 169 ของปี ต้องให้น้ำห่างกัน 4 วัน เป็นเวลา 2 ชั่วโมง 44 นาที รวม 164 นาที
2018-04-04T09:57:54.867Z - info: day[96] of 364 @2018-06-22
next day = 99
day of 19
2018-04-04T09:57:54.867Z - info: วันที่รดน้ำ => 2018-06-22
สัปดาห์ที่ 14 จากทั้งหมด 52 สัปดาห์
2018-04-04T09:57:54.867Z - info: ค่า ETp ประจำวัน => 4.136168018223894
ค่า Kc => 0.6
ค่า ETc ประจำวัน => 2.481700810934336
2018-04-04T09:57:54.867Z - info: วันที่รดน้ำครั้งต่อไป => 2018-06-26
accumulated ETc = 9.887547452320728
2018-04-04T09:57:54.867Z - info: วันที่ 173 ของปี ต้องให้น้ำห่างกัน 4 วัน เป็นเวลา 2 ชั่วโมง 45 นาที รวม 165 นาที
day[101] of 364 @2018-06-26
next day = 104
day of 20
2018-04-04T09:57:54.867Z - info: วันที่รดน้ำ => 2018-06-26
สัปดาห์ที่ 15 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 4.085768165689076
ค่า Kc => 0.6
2018-04-04T09:57:54.868Z - info: ค่า ETc ประจำวัน => 2.4514608994134455
2018-04-04T09:57:54.868Z - info: วันที่รดน้ำครั้งต่อไป => 2018-06-30
accumulated ETc = 9.904293671712303
2018-04-04T09:57:54.868Z - info: วันที่ 177 ของปี ต้องให้น้ำห่างกัน 4 วัน เป็นเวลา 2 ชั่วโมง 45 นาที รวม 165 นาที
2018-04-04T09:57:54.869Z - info: day[106] of 364 @2018-06-30
next day = 109
day of 21
2018-04-04T09:57:54.869Z - info: วันที่รดน้ำ => 2018-06-30
2018-04-04T09:57:54.869Z - info: สัปดาห์ที่ 15 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 4.02594556237328
ค่า Kc => 0.6
ค่า ETc ประจำวัน => 2.4155673374239677
2018-04-04T09:57:54.869Z - info: วันที่รดน้ำครั้งต่อไป => 2018-07-04
2018-04-04T09:57:54.869Z - info: accumulated ETc = 9.911556466634016
2018-04-04T09:57:54.869Z - info: วันที่ 181 ของปี ต้องให้น้ำห่างกัน 4 วัน เป็นเวลา 2 ชั่วโมง 45 นาที รวม 165 นาที
2018-04-04T09:57:54.869Z - info: day[111] of 364 @2018-07-04
next day = 114
day of 22
2018-04-04T09:57:54.869Z - info: วันที่รดน้ำ => 2018-07-04
2018-04-04T09:57:54.869Z - info: สัปดาห์ที่ 16 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 3.95723139607995
ค่า Kc => 0.6
ค่า ETc ประจำวัน => 2.37433883764797
2018-04-04T09:57:54.869Z - info: วันที่รดน้ำครั้งต่อไป => 2018-07-08
2018-04-04T09:57:54.869Z - info: accumulated ETc = 9.915310606264825
2018-04-04T09:57:54.869Z - info: วันที่ 185 ของปี ต้องให้น้ำห่างกัน 4 วัน เป็นเวลา 2 ชั่วโมง 45 นาที รวม 165 นาที
2018-04-04T09:57:54.870Z - info: day[116] of 364 @2018-07-08
next day = 119
day of 23
2018-04-04T09:57:54.870Z - info: วันที่รดน้ำ => 2018-07-08
2018-04-04T09:57:54.870Z - info: สัปดาห์ที่ 17 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 3.879558326503098
ค่า Kc => 0.8
ค่า ETc ประจำวัน => 3.103646661202479
2018-04-04T09:57:54.870Z - info: วันที่รดน้ำครั้งต่อไป => 2018-07-11
2018-04-04T09:57:54.870Z - info: accumulated ETc = 9.921154745132585
2018-04-04T09:57:54.870Z - info: วันที่ 189 ของปี ต้องให้น้ำห่างกัน 3 วัน เป็นเวลา 2 ชั่วโมง 45 นาที รวม 165 นาที
2018-04-04T09:57:54.870Z - info: day[121] of 364 @2018-07-11
next day = 123
day of 24
2018-04-04T09:57:54.870Z - info: วันที่รดน้ำ => 2018-07-11
2018-04-04T09:57:54.870Z - info: สัปดาห์ที่ 17 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 3.815110695110917
ค่า Kc => 0.8
ค่า ETc ประจำวัน => 3.0520885560887336
2018-04-04T09:57:54.870Z - info: วันที่รดน้ำครั้งต่อไป => 2018-07-14
2018-04-04T09:57:54.870Z - info: accumulated ETc = 9.932084536359765
2018-04-04T09:57:54.871Z - info: วันที่ 192 ของปี ต้องให้น้ำห่างกัน 3 วัน เป็นเวลา 2 ชั่วโมง 46 นาที รวม 166 นาที
2018-04-04T09:57:54.871Z - info: day[125] of 364 @2018-07-14
next day = 127
day of 25
วันที่รดน้ำ => 2018-07-14
สัปดาห์ที่ 18 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 3.745057357327733
ค่า Kc => 0.8
ค่า ETc ประจำวัน => 2.9960458858621863
วันที่รดน้ำครั้งต่อไป => 2018-07-17
accumulated ETc = 9.95050106658078
2018-04-04T09:57:54.871Z - info: วันที่ 195 ของปี ต้องให้น้ำห่างกัน 3 วัน เป็นเวลา 2 ชั่วโมง 46 นาที รวม 166 นาที
day[129] of 364 @2018-07-17
next day = 131
day of 26
2018-04-04T09:57:54.872Z - info: วันที่รดน้ำ => 2018-07-17
สัปดาห์ที่ 18 จากทั้งหมด 52 สัปดาห์
2018-04-04T09:57:54.872Z - info: ค่า ETp ประจำวัน => 3.6692345208628248
ค่า Kc => 0.8
ค่า ETc ประจำวัน => 2.93538761669026
2018-04-04T09:57:54.872Z - info: วันที่รดน้ำครั้งต่อไป => 2018-07-20
accumulated ETc = 9.977040553290248
2018-04-04T09:57:54.872Z - info: วันที่ 198 ของปี ต้องให้น้ำห่างกัน 3 วัน เป็นเวลา 2 ชั่วโมง 46 นาที รวม 166 นาที
day[133] of 364 @2018-07-20
next day = 135
day of 27
2018-04-04T09:57:54.872Z - info: วันที่รดน้ำ => 2018-07-20
2018-04-04T09:57:54.872Z - info: สัปดาห์ที่ 19 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 3.587691575290343
ค่า Kc => 0.8
ค่า ETc ประจำวัน => 2.8701532602322746
2018-04-04T09:57:54.872Z - info: วันที่รดน้ำครั้งต่อไป => 2018-07-23
2018-04-04T09:57:54.872Z - info: accumulated ETc = 10.010738868171028
2018-04-04T09:57:54.872Z - info: วันที่ 201 ของปี ต้องให้น้ำห่างกัน 3 วัน เป็นเวลา 2 ชั่วโมง 47 นาที รวม 167 นาที
2018-04-04T09:57:54.872Z - info: day[137] of 364 @2018-07-23
next day = 139
day of 28
2018-04-04T09:57:54.872Z - info: วันที่รดน้ำ => 2018-07-23
สัปดาห์ที่ 20 จากทั้งหมด 52 สัปดาห์
2018-04-04T09:57:54.872Z - info: ค่า ETp ประจำวัน => 3.5007635135006265
ค่า Kc => 0.8
ค่า ETc ประจำวัน => 2.8006108108005012
2018-04-04T09:57:54.873Z - info: วันที่รดน้ำครั้งต่อไป => 2018-07-27
accumulated ETc = 13.405180261997229
2018-04-04T09:57:54.873Z - info: วันที่ 204 ของปี ต้องให้น้ำห่างกัน 4 วัน เป็นเวลา 3 ชั่วโมง 43 นาที รวม 223 นาที
2018-04-04T09:57:54.873Z - info: day[141] of 364 @2018-07-27
next day = 144
day of 29
วันที่รดน้ำ => 2018-07-27
2018-04-04T09:57:54.873Z - info: สัปดาห์ที่ 20 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 3.3776411069667227
ค่า Kc => 0.8
ค่า ETc ประจำวัน => 2.7021128855733783
2018-04-04T09:57:54.873Z - info: วันที่รดน้ำครั้งต่อไป => 2018-07-31
2018-04-04T09:57:54.873Z - info: accumulated ETc = 13.46805564822764
2018-04-04T09:57:54.873Z - info: วันที่ 208 ของปี ต้องให้น้ำห่างกัน 4 วัน เป็นเวลา 3 ชั่วโมง 44 นาที รวม 224 นาที
day[146] of 364 @2018-07-31
2018-04-04T09:57:54.873Z - info: next day = 149
day of 30
2018-04-04T09:57:54.873Z - info: วันที่รดน้ำ => 2018-07-31
สัปดาห์ที่ 21 จากทั้งหมด 52 สัปดาห์
2018-04-04T09:57:54.873Z - info: ค่า ETp ประจำวัน => 3.2484303207230307
